Date_time,SO2_ppb
2022-05-01 11:32:00,0.08058869546488996
2022-05-01 11:32:10,0.119142667674439
2022-05-01 11:32:20,0.11607473106667135
2022-05-01 11:32:30,0.09293127426987692
2022-05-01 11:32:40,0.16053630229182095
2022-05-01 11:32:50,0.09110703394131231
2022-05-01 11:33:00,0.08561752091582754
2022-05-01 11:33:10,0.10664742498421946
2022-05-01 11:33:20,0.031139754262071617
2022-05-01 11:33:30,0.1129591079798532
2022-05-01 11:33:40,0.05914784299931938
2022-05-01 11:33:50,0.10793494496619373
2022-05-01 11:34:00,0.08731374007675807
2022-05-01 11:34:10,0.049041222155771384
2022-05-01 11:34:20,0.08673241626011644
2022-05-01 11:34:30,0.13676737175783252
2022-05-01 11:34:40,0.11298636970753702
2022-05-01 11:34:50,0.12069541240368817
2022-05-01 11:35:00,0.10186491529793182
2022-05-01 11:35:10,0.12138046304672746
2022-05-01 11:35:20,0.11450294867668757
2022-05-01 11:35:30,0.09170089538098396
2022-05-01 11:35:40,
2022-05-01 11:35:50,
2022-05-01 11:36:00,
2022-05-01 11:36:10,
2022-05-01 11:36:20,
2022-05-01 11:36:30,0.08490576976728047
2022-05-01 11:36:40,0.10710686173265188
2022-05-01 11:36:50,0.07080308439809317
2022-05-01 11:37:00,0.0552612687406135
2022-05-01 11:37:10,0.09609190054166468
2022-05-01 11:37:20,0.10848708387513634
2022-05-01 11:37:30,0.12368744525689823
2022-05-01 11:37:40,0.1085737594998658
2022-05-01 11:37:50,0.08602914396457645
2022-05-01 11:38:00,0.043489004326265866
2022-05-01 11:38:10,-0.013959505838250834
2022-05-01 11:38:20,0.01886948240516853
2022-05-01 11:38:30,0.10592925035541584
2022-05-01 11:38:40,0.1258718190365867
2022-05-01 11:38:50,0.12162846377928992
2022-05-01 11:39:00,0.09721108706264975
2022-05-01 11:39:10,0.051159915511205994
2022-05-01 11:39:20,0.06072787106871786
2022-05-01 11:39:30,0.0810237938883812
2022-05-01 11:39:40,0.09061158263857791
2022-05-01 11:39:50,0.09461134374587549
2022-05-01 11:40:00,0.10974983241479279
2022-05-01 11:40:10,0.07595423043565196
2022-05-01 11:40:20,0.07574459456669595
2022-05-01 11:40:30,0.07253171662673989
2022-05-01 11:40:40,0.13952546004768268
2022-05-01 11:40:50,0.1159287993727194
2022-05-01 11:41:00,0.12594258287837712
2022-05-01 11:41:10,0.08751133842259332
2022-05-01 11:41:20,0.05983289322288649
2022-05-01 11:41:30,0.12817701499853865
2022-05-01 11:41:40,0.10366917257282665
2022-05-01 11:41:50,0.10490267562382552
2022-05-01 11:42:00,0.11783334405853654
2022-05-01 11:42:10,0.07176668567840072
2022-05-01 11:42:20,0.05056264645825314
2022-05-01 11:42:30,0.053057181746802545
2022-05-01 11:42:40,0.10001141598419372
2022-05-01 11:42:50,0.0959435842452017
2022-05-01 11:43:00,0.12551245147517937
2022-05-01 11:43:10,0.11611763278040202
2022-05-01 11:43:20,0.08318842254461503
2022-05-01 11:43:30,0.12547277649473898
2022-05-01 11:43:40,0.08862517301426022
2022-05-01 11:43:50,0.09992616111556454
2022-05-01 11:44:00,
2022-05-01 11:44:10,
2022-05-01 11:44:20,
2022-05-01 11:44:30,
2022-05-01 11:44:40,
2022-05-01 11:44:50,
2022-05-01 11:45:00,
2022-05-01 11:45:10,
2022-05-01 11:45:20,
2022-05-01 11:45:30,
2022-05-01 11:45:40,
2022-05-01 11:45:50,
2022-05-01 11:46:00,
2022-05-01 11:46:10,
2022-05-01 11:46:20,0.15981866503720324
2022-05-01 11:46:30,0.12644590156743538
2022-05-01 11:46:40,0.15309384771642887
2022-05-01 11:46:50,0.09541822311102453
2022-05-01 11:47:00,0.09049599286276382
2022-05-01 11:47:10,0.1109716924186791
2022-05-01 11:47:20,
2022-05-01 11:47:30,
2022-05-01 11:47:40,
2022-05-01 11:47:50,
2022-05-01 11:48:00,
2022-05-01 11:48:10,
2022-05-01 11:48:20,
2022-05-01 11:48:30,
2022-05-01 11:48:40,
2022-05-01 11:48:50,
2022-05-01 11:49:00,
2022-05-01 11:49:10,
2022-05-01 11:49:20,
2022-05-01 11:49:30,0.08651238571796989
2022-05-01 11:49:40,0.047760349275881374
2022-05-01 11:49:50,0.1309995874761445
2022-05-01 11:50:00,0.1392554201256339
2022-05-01 11:50:10,0.1319735052554834
2022-05-01 11:50:20,0.09829656374574848
2022-05-01 11:50:30,0.12158973948906651
2022-05-01 11:50:40,0.12906707306089218
2022-05-01 11:50:50,0.09868226425062136
2022-05-01 11:51:00,0.0794635642494552
2022-05-01 11:51:10,0.1452863265381377
2022-05-01 11:51:20,0.07066163879585695
2022-05-01 11:51:30,0.03151904328629928
2022-05-01 11:51:40,0.075178531457634
2022-05-01 11:51:50,0.0996297528988635
2022-05-01 11:52:00,0.10833367556313891
2022-05-01 11:52:10,0.07902727576616192
2022-05-01 11:52:20,0.07514700720594074
2022-05-01 11:52:30,0.1361584105388866
2022-05-01 11:52:40,0.08481170804457047
2022-05-01 11:52:50,0.09361702379629748
