time_ms,SO2_pptv,off_cts_norm,on_cts_norm,off_lsr_pwr_V,on_lsr_pwr_V
3734765941124.0,0.0,0.0,0.0,53.0,54.0
3734765941224.0,0.0,0.0,0.0,48.0,52.0
3734765941324.0,0.0,0.0,0.0,53.0,53.285714285714285
3734765941424.0,0.0,0.0,0.0,47.0,51.0
3734765941524.0,0.0,0.0,0.0,46.0,49.285714285714285
3734765941624.0,0.0,0.0,0.0,53.5,47.857142857142854
3734765941724.0,0.0,0.0,0.0,46.0,48.285714285714285
3734765941824.0,0.0,0.0,0.0,51.0,52.0
3734765941924.0,0.0,0.0,0.0,55.5,53.57142857142857
3734765942024.0,0.0,0.0,0.0,50.0,48.857142857142854
3734765942124.0,0.0,0.0,0.0,52.0,48.57142857142857
3734765942224.0,0.0,0.0,0.0,55.0,49.57142857142857
3734765942324.0,0.0,0.0,0.0,42.0,51.714285714285715
3734765942424.0,0.0,0.0,0.0,46.5,47.57142857142857
3734765942524.0,0.0,0.0,0.0,52.0,45.285714285714285
3734765942624.0,0.0,0.0,0.0,50.0,47.42857142857143
3734765942724.0,0.0,0.0,0.0,51.0,48.57142857142857
3734765942824.0,0.0,0.0,0.0,50.5,53.0
3734765942924.0,0.0,0.0,0.0,50.5,53.57142857142857
3734765943024.0,0.0,0.0,0.0,43.5,54.285714285714285
3734765943124.0,0.0,0.0,0.0,53.0,47.285714285714285
3734765943224.0,0.0,0.0,0.0,48.5,51.42857142857143
3734765943324.0,0.0,0.0,0.0,47.5,52.0
3734765943424.0,0.0,0.0,0.0,55.5,50.285714285714285
3734765943524.0,0.0,0.0,0.0,45.5,47.714285714285715
3734765943624.0,0.0,0.0,0.0,50.0,48.285714285714285
3734765943724.0,0.0,0.0,0.0,49.0,49.42857142857143
3734765943824.0,0.0,0.0,0.0,51.0,50.42857142857143
3734765943924.0,0.0,0.0,0.0,50.0,49.285714285714285
3734765944024.0,0.0,0.0,0.0,48.5,53.857142857142854
3734765944124.0,0.0,0.0,0.0,43.5,49.285714285714285
3734765944224.0,0.0,0.0,0.0,52.0,49.142857142857146
3734765944324.0,0.0,0.0,0.0,46.5,51.285714285714285
3734765944424.0,0.0,0.0,0.0,50.5,53.42857142857143
3734765944524.0,0.0,0.0,0.0,55.0,50.0
3734765944624.0,0.0,0.0,0.0,45.5,48.42857142857143
3734765944724.0,0.0,0.0,0.0,53.5,53.42857142857143
3734765944824.0,0.0,0.0,0.0,54.5,50.142857142857146
3734765944924.0,0.0,0.0,0.0,56.0,51.57142857142857
3734765945024.0,0.0,0.0,0.0,48.0,51.142857142857146
3734765945124.0,0.0,0.0,0.0,51.5,48.142857142857146
3734765945224.0,0.0,0.0,0.0,50.0,49.142857142857146
3734765945324.0,0.0,0.0,0.0,52.5,51.714285714285715
3734765945424.0,0.0,0.0,0.0,54.5,47.857142857142854
3734765945524.0,0.0,0.0,0.0,55.0,47.42857142857143
3734765945624.0,0.0,0.0,0.0,56.0,51.42857142857143
3734765945724.0,0.0,0.0,0.0,48.0,52.714285714285715
3734765945824.0,0.0,0.0,0.0,45.5,47.857142857142854
3734765945924.0,0.0,0.0,0.0,49.5,49.57142857142857
3734765946024.0,0.0,0.0,0.0,46.0,50.285714285714285
3734765946124.0,0.0,0.0,0.0,52.0,49.857142857142854
3734765946224.0,0.0,0.0,0.0,52.5,48.0
3734765946324.0,0.0,0.0,0.0,50.5,50.142857142857146
3734765946424.0,0.0,0.0,0.0,54.0,47.142857142857146
3734765946524.0,0.0,0.0,0.0,53.0,48.285714285714285
3734765946624.0,0.0,0.0,0.0,44.0,45.714285714285715
3734765946724.0,0.0,0.0,0.0,51.0,51.0
3734765946824.0,0.0,0.0,0.0,59.0,49.57142857142857
3734765946924.0,0.0,0.0,0.0,50.0,47.0
3734765947024.0,0.0,0.0,0.0,45.0,48.857142857142854
3734765947124.0,0.0,0.0,0.0,51.0,48.714285714285715
3734765947224.0,0.0,0.0,0.0,51.0,48.0
3734765947324.0,0.0,0.0,0.0,57.0,50.0
3734765947424.0,0.0,0.0,0.0,50.0,46.57142857142857
3734765947524.0,0.0,0.0,0.0,53.0,52.714285714285715
3734765947624.0,0.0,0.0,0.0,48.5,52.714285714285715
3734765947724.0,0.0,0.0,0.0,50.0,50.42857142857143
3734765947824.0,0.0,0.0,0.0,52.5,53.285714285714285
3734765947924.0,0.0,0.0,0.0,52.0,47.142857142857146
3734765948024.0,0.0,0.0,0.0,52.5,53.285714285714285
3734765948124.0,0.0,0.0,0.0,53.0,52.0
3734765948224.0,0.0,0.0,0.0,45.5,52.0
3734765948324.0,0.0,0.0,0.0,54.0,48.857142857142854
3734765948424.0,0.0,0.0,0.0,54.0,50.285714285714285
3734765948524.0,0.0,0.0,0.0,57.0,52.142857142857146
3734765948624.0,0.0,0.0,0.0,47.5,51.42857142857143
3734765948724.0,0.0,0.0,0.0,56.0,54.42857142857143
3734765948824.0,0.0,0.0,0.0,52.5,48.57142857142857
3734765948924.0,0.0,0.0,0.0,47.0,52.285714285714285
3734765949024.0,0.0,0.0,0.0,52.5,49.0
3734765949124.0,0.0,0.0,0.0,51.0,49.857142857142854
3734765949224.0,0.0,0.0,0.0,51.0,54.42857142857143
3734765949324.0,0.0,0.0,0.0,50.0,52.285714285714285
3734765949424.0,0.0,0.0,0.0,50.0,50.857142857142854
3734765949524.0,0.0,0.0,0.0,51.0,54.42857142857143
3734765949624.0,0.0,0.0,0.0,50.0,51.285714285714285
3734765949724.0,0.0,0.0,0.0,50.5,50.285714285714285
3734765949824.0,0.0,0.0,0.0,52.5,51.0
3734765949924.0,0.0,0.0,0.0,49.5,53.857142857142854
3734765950024.0,0.0,0.0,0.0,53.5,54.857142857142854
3734765950124.0,0.0,0.0,0.0,54.0,52.142857142857146
3734765950224.0,0.0,0.0,0.0,50.0,52.0
3734765950324.0,0.0,0.0,0.0,55.0,52.42857142857143
3734765950424.0,0.0,0.0,0.0,56.5,53.285714285714285
3734765950524.0,0.0,0.0,0.0,50.0,52.0
3734765950624.0,0.0,0.0,0.0,49.0,53.142857142857146
3734765950724.0,0.0,0.0,0.0,57.0,52.57142857142857
3734765950824.0,0.0,0.0,0.0,53.0,51.42857142857143
3734765950924.0,0.0,0.0,0.0,49.0,54.42857142857143
3734765951024.0,0.0,0.0,0.0,47.0,53.0
3734765951124.0,0.0,0.0,0.0,52.5,52.0
3734765951224.0,0.0,0.0,0.0,54.5,56.0
3734765951324.0,0.0,0.0,0.0,53.5,51.285714285714285
3734765951424.0,0.0,0.0,0.0,51.5,54.714285714285715
3734765951524.0,0.0,0.0,0.0,51.0,53.857142857142854
3734765951624.0,0.0,0.0,0.0,46.0,52.142857142857146
3734765951724.0,0.0,0.0,0.0,46.5,49.142857142857146
3734765951824.0,0.0,0.0,0.0,47.0,51.57142857142857
3734765951924.0,0.0,0.0,0.0,52.0,49.142857142857146
3734765952024.0,0.0,0.0,0.0,49.5,48.57142857142857
3734765952124.0,0.0,0.0,0.0,46.5,50.857142857142854
3734765952224.0,0.0,0.0,0.0,42.5,45.714285714285715
3734765952324.0,0.0,0.0,0.0,43.0,50.57142857142857
3734765952424.0,0.0,0.0,0.0,48.0,48.0
3734765952524.0,0.0,0.0,0.0,49.5,49.285714285714285
3734765952624.0,0.0,0.0,0.0,47.5,49.714285714285715
3734765952724.0,0.0,0.0,0.0,50.5,51.42857142857143
3734765952824.0,0.0,0.0,0.0,49.5,50.0
3734765952924.0,0.0,0.0,0.0,54.5,50.42857142857143
3734765953024.0,0.0,0.0,0.0,51.5,52.142857142857146
3734765953124.0,0.0,0.0,0.0,52.5,50.285714285714285
3734765953224.0,0.0,0.0,0.0,56.0,51.285714285714285
3734765953324.0,0.0,0.0,0.0,49.0,52.714285714285715
3734765953424.0,0.0,0.0,0.0,49.0,49.142857142857146
3734765953524.0,0.0,0.0,0.0,49.0,49.42857142857143
3734765953624.0,0.0,0.0,0.0,52.0,49.285714285714285
3734765953724.0,0.0,0.0,0.0,48.5,51.42857142857143
3734765953824.0,0.0,0.0,0.0,52.5,51.857142857142854
3734765953924.0,0.0,0.0,0.0,51.0,51.714285714285715
3734765954024.0,0.0,0.0,0.0,52.5,51.0
3734765954124.0,0.0,0.0,0.0,53.5,53.857142857142854
