time_ms,Cts_diff,off_cts_norm,on_cts_norm,off_lsr_pwr_V,on_lsr_pwr_V
3734325352122.0,0.0,0.0,0.0,54.5,54.857142857142854
3734325352222.0,0.0,0.0,0.0,52.5,55.57142857142857
3734325352322.0,0.0,0.0,0.0,57.0,57.857142857142854
3734325352422.0,0.0,0.0,0.0,63.5,55.714285714285715
3734325352522.0,0.0,0.0,0.0,61.5,56.142857142857146
3734325352622.0,0.0,0.0,0.0,53.0,59.714285714285715
3734325352722.0,0.0,0.0,0.0,53.0,57.857142857142854
3734325352822.0,0.0,0.0,0.0,51.5,53.57142857142857
3734325352922.0,0.0,0.0,0.0,57.5,56.0
3734325353022.0,0.0,0.0,0.0,61.0,57.285714285714285
3734325353122.0,0.0,0.0,0.0,52.0,55.57142857142857
3734325353222.0,0.0,0.0,0.0,55.5,57.42857142857143
3734325353322.0,0.0,0.0,0.0,59.5,54.142857142857146
3734325353422.0,0.0,0.0,0.0,58.5,56.57142857142857
3734325353522.0,0.0,0.0,0.0,56.0,58.285714285714285
3734325353622.0,0.0,0.0,0.0,53.0,58.57142857142857
3734325353722.0,0.0,0.0,0.0,55.0,53.57142857142857
3734325353822.0,0.0,0.0,0.0,61.0,55.57142857142857
3734325353922.0,0.0,0.0,0.0,60.5,59.42857142857143
3734325354022.0,0.0,0.0,0.0,62.0,57.714285714285715
3734325354122.0,0.0,0.0,0.0,55.0,58.142857142857146
3734325354222.0,0.0,0.0,0.0,59.0,58.285714285714285
3734325354322.0,0.0,0.0,0.0,59.0,56.285714285714285
3734325354422.0,0.0,0.0,0.0,56.0,55.42857142857143
3734325354522.0,0.0,0.0,0.0,53.5,56.0
3734325354622.0,0.0,0.0,0.0,59.0,57.0
3734325354722.0,0.0,0.0,0.0,58.0,56.714285714285715
3734325354822.0,0.0,0.0,0.0,60.0,56.285714285714285
3734325354922.0,0.0,0.0,0.0,61.5,55.857142857142854
3734325355022.0,0.0,0.0,0.0,58.5,56.42857142857143
3734325355122.0,0.0,0.0,0.0,54.0,60.285714285714285
3734325355222.0,0.0,0.0,0.0,55.0,58.285714285714285
3734325355322.0,0.0,0.0,0.0,64.0,55.714285714285715
3734325355422.0,0.0,0.0,0.0,53.5,51.42857142857143
3734325355522.0,0.0,0.0,0.0,58.5,57.285714285714285
3734325355622.0,0.0,0.0,0.0,59.0,54.857142857142854
3734325355722.0,0.0,0.0,0.0,63.0,55.0
3734325355822.0,0.0,0.0,0.0,61.0,55.0
3734325355922.0,0.0,0.0,0.0,59.5,55.714285714285715
3734325356022.0,0.0,0.0,0.0,60.5,51.857142857142854
3734325356122.0,0.0,0.0,0.0,58.0,53.57142857142857
3734325356222.0,0.0,0.0,0.0,55.0,53.714285714285715
3734325356322.0,0.0,0.0,0.0,54.0,57.42857142857143
3734325356422.0,0.0,0.0,0.0,58.0,57.714285714285715
3734325356522.0,0.0,0.0,0.0,61.0,51.0
3734325356622.0,0.0,0.0,0.0,53.0,59.57142857142857
3734325356722.0,0.0,0.0,0.0,58.0,54.42857142857143
3734325356822.0,0.0,0.0,0.0,62.0,56.0
3734325356922.0,0.0,0.0,0.0,53.5,56.42857142857143
3734325357022.0,0.0,0.0,0.0,58.5,54.285714285714285
3734325357122.0,0.0,0.0,0.0,50.0,55.142857142857146
3734325357222.0,0.0,0.0,0.0,59.0,54.714285714285715
3734325357322.0,0.0,0.0,0.0,56.0,57.714285714285715
3734325357422.0,0.0,0.0,0.0,64.5,58.57142857142857
3734325357522.0,0.0,0.0,0.0,54.0,54.285714285714285
3734325357622.0,0.0,0.0,0.0,55.0,56.42857142857143
3734325357722.0,0.0,0.0,0.0,58.5,55.57142857142857
3734325357822.0,0.0,0.0,0.0,57.5,59.142857142857146
3734325357922.0,0.0,0.0,0.0,57.5,58.285714285714285
3734325358022.0,0.0,0.0,0.0,52.5,57.142857142857146
3734325358122.0,0.0,0.0,0.0,60.0,59.57142857142857
3734325358222.0,0.0,0.0,0.0,60.5,58.142857142857146
3734325358322.0,0.0,0.0,0.0,56.0,58.285714285714285
3734325358422.0,0.0,0.0,0.0,62.0,58.42857142857143
3734325358522.0,0.0,0.0,0.0,55.0,57.714285714285715
3734325358622.0,0.0,0.0,0.0,50.0,58.285714285714285
3734325358722.0,0.0,0.0,0.0,59.0,55.0
3734325358822.0,0.0,0.0,0.0,57.0,53.142857142857146
3734325358922.0,0.0,0.0,0.0,56.0,53.714285714285715
3734325359022.0,0.0,0.0,0.0,57.0,58.42857142857143
3734325359122.0,0.0,0.0,0.0,63.0,59.285714285714285
3734325359222.0,0.0,0.0,0.0,55.0,55.0
3734325359322.0,0.0,0.0,0.0,54.0,59.714285714285715
3734325359422.0,0.0,0.0,0.0,57.0,57.857142857142854
3734325359522.0,0.0,0.0,0.0,57.0,57.714285714285715
3734325359622.0,0.0,0.0,0.0,55.5,55.857142857142854
3734325359722.0,0.0,0.0,0.0,57.5,53.42857142857143
3734325359822.0,0.0,0.0,0.0,60.0,56.57142857142857
3734325359922.0,0.0,0.0,0.0,59.0,58.142857142857146
3734325360022.0,0.0,0.0,0.0,52.5,58.142857142857146
3734325360122.0,0.0,0.0,0.0,57.0,57.857142857142854
3734325360222.0,0.0,0.0,0.0,50.5,58.714285714285715
3734325360322.0,0.0,0.0,0.0,61.0,56.42857142857143
3734325360422.0,0.0,0.0,0.0,56.5,58.285714285714285
3734325360522.0,0.0,0.0,0.0,55.5,58.142857142857146
3734325360622.0,0.0,0.0,0.0,62.5,58.142857142857146
3734325360722.0,0.0,0.0,0.0,52.0,59.857142857142854
3734325360822.0,0.0,0.0,0.0,61.5,56.142857142857146
3734325360922.0,0.0,0.0,0.0,51.5,56.57142857142857
3734325361022.0,0.0,0.0,0.0,55.5,57.57142857142857
3734325361122.0,0.0,0.0,0.0,58.0,58.285714285714285
3734325361222.0,0.0,0.0,0.0,59.5,54.42857142857143
3734325361322.0,0.0,0.0,0.0,60.0,56.57142857142857
3734325361422.0,0.0,0.0,0.0,57.5,59.142857142857146
3734325361522.0,0.0,0.0,0.0,60.5,55.285714285714285
3734325361622.0,0.0,0.0,0.0,58.0,54.857142857142854
3734325361722.0,0.0,0.0,0.0,52.0,55.285714285714285
3734325361822.0,0.0,0.0,0.0,61.5,57.285714285714285
3734325361922.0,0.0,0.0,0.0,62.0,59.285714285714285
3734325362022.0,0.0,0.0,0.0,59.5,60.142857142857146
3734325362122.0,0.0,0.0,0.0,57.0,56.42857142857143
3734325362222.0,0.0,0.0,0.0,49.0,57.42857142857143
3734325362322.0,0.0,0.0,0.0,61.0,56.285714285714285
3734325362422.0,0.0,0.0,0.0,65.0,59.142857142857146
3734325362522.0,0.0,0.0,0.0,53.5,56.857142857142854
3734325362622.0,0.0,0.0,0.0,52.0,55.57142857142857
3734325362722.0,0.0,0.0,0.0,55.0,55.857142857142854
3734325362822.0,0.0,0.0,0.0,55.5,55.42857142857143
3734325362922.0,0.0,0.0,0.0,60.5,54.42857142857143
3734325363022.0,0.0,0.0,0.0,53.0,56.0
3734325363122.0,0.0,0.0,0.0,57.0,57.285714285714285
3734325363222.0,0.0,0.0,0.0,59.5,57.142857142857146
3734325363322.0,0.0,0.0,0.0,55.5,56.0
3734325363422.0,0.0,0.0,0.0,58.0,56.42857142857143
3734325363522.0,0.0,0.0,0.0,56.5,55.57142857142857
3734325363622.0,0.0,0.0,0.0,58.5,59.285714285714285
3734325363722.0,0.0,0.0,0.0,55.0,58.42857142857143
3734325363822.0,0.0,0.0,0.0,57.5,57.0
3734325363922.0,0.0,0.0,0.0,54.5,53.714285714285715
3734325364022.0,0.0,0.0,0.0,57.5,60.0
3734325364122.0,0.0,0.0,0.0,59.5,55.285714285714285
3734325364222.0,0.0,0.0,0.0,61.0,60.0
3734325364322.0,0.0,0.0,0.0,57.0,59.857142857142854
3734325364422.0,0.0,0.0,0.0,64.0,58.0
3734325364522.0,0.0,0.0,0.0,56.0,58.57142857142857
3734325364622.0,0.0,0.0,0.0,58.5,55.142857142857146
3734325364722.0,0.0,0.0,0.0,55.0,62.857142857142854
3734325364822.0,0.0,0.0,0.0,59.0,58.285714285714285
3734325364922.0,0.0,0.0,0.0,53.5,59.142857142857146
3734325365022.0,0.0,0.0,0.0,54.5,56.714285714285715
3734325365122.0,-54150.566841825384,0.0,-541.5056684182539,53.5,61.142857142857146
3734325365222.0,0.0,0.0,0.0,61.0,59.714285714285715
3734325365322.0,0.0,0.0,0.0,59.0,59.42857142857143
3734325365422.0,0.0,0.0,0.0,58.5,61.57142857142857
3734325365522.0,0.0,0.0,0.0,64.5,58.285714285714285
3734325365622.0,0.0,0.0,0.0,63.0,57.0
3734325365722.0,0.0,0.0,0.0,56.0,59.714285714285715
3734325365822.0,0.0,0.0,0.0,62.5,56.857142857142854
3734325365922.0,0.0,0.0,0.0,54.5,58.714285714285715
3734325366022.0,0.0,0.0,0.0,65.0,59.0
3734325366122.0,0.0,0.0,0.0,57.5,58.285714285714285
3734325366222.0,0.0,0.0,0.0,54.5,57.42857142857143
3734325366322.0,0.0,0.0,0.0,54.5,57.714285714285715
3734325366422.0,0.0,0.0,0.0,55.0,56.0
3734325366522.0,0.0,0.0,0.0,61.0,59.857142857142854
3734325366622.0,0.0,0.0,0.0,57.5,59.0
3734325366722.0,0.0,0.0,0.0,47.0,60.42857142857143
3734325366822.0,0.0,0.0,0.0,62.0,56.285714285714285
3734325366922.0,0.0,0.0,0.0,60.0,54.42857142857143
3734325367022.0,0.0,0.0,0.0,51.0,54.285714285714285
3734325367122.0,0.0,0.0,0.0,52.0,56.857142857142854
3734325367222.0,0.0,0.0,0.0,60.5,58.0
3734325367322.0,0.0,0.0,0.0,56.0,54.857142857142854
3734325367422.0,0.0,0.0,0.0,64.5,55.857142857142854
3734325367522.0,0.0,0.0,0.0,57.0,54.0
3734325367622.0,0.0,0.0,0.0,64.5,57.857142857142854
3734325367722.0,0.0,0.0,0.0,53.0,58.142857142857146
3734325367822.0,0.0,0.0,0.0,51.0,57.142857142857146
3734325367922.0,0.0,0.0,0.0,62.0,55.42857142857143
3734325368022.0,0.0,0.0,0.0,60.0,58.714285714285715
3734325368122.0,0.0,0.0,0.0,58.5,57.57142857142857
3734325368222.0,0.0,0.0,0.0,60.5,59.0
3734325368322.0,0.0,0.0,0.0,53.0,58.57142857142857
3734325368422.0,0.0,0.0,0.0,61.0,57.0
3734325368522.0,0.0,0.0,0.0,61.0,58.57142857142857
3734325368622.0,0.0,0.0,0.0,59.0,62.142857142857146
3734325368722.0,0.0,0.0,0.0,61.0,56.0
3734325368822.0,0.0,0.0,0.0,58.5,58.857142857142854
3734325368922.0,0.0,0.0,0.0,60.5,56.57142857142857
3734325369022.0,0.0,0.0,0.0,59.0,59.57142857142857
3734325369122.0,0.0,0.0,0.0,63.0,53.857142857142854
3734325369222.0,0.0,0.0,0.0,64.5,59.714285714285715
3734325369322.0,0.0,0.0,0.0,58.0,57.714285714285715
3734325369422.0,0.0,0.0,0.0,55.0,53.57142857142857
3734325369522.0,0.0,0.0,0.0,57.0,53.0
3734325369622.0,0.0,0.0,0.0,59.0,56.285714285714285
3734325369722.0,0.0,0.0,0.0,52.5,51.142857142857146
3734325369822.0,0.0,0.0,0.0,54.5,52.857142857142854
3734325369922.0,0.0,0.0,0.0,60.0,54.142857142857146
3734325370022.0,0.0,0.0,0.0,52.5,55.857142857142854
3734325370122.0,0.0,0.0,0.0,55.5,57.142857142857146
