time_ms,SO2_pptv,off_cts_norm,on_cts_norm,off_lsr_pwr_V,on_lsr_pwr_V
3734785940234.0,-2664.582855528807,281.58995404342477,251.98347787088247,109425.0,112791.28571428571
3734785940334.0,1466.0760947217584,242.9823151701944,259.2720495559917,108447.5,111935.0
3734785940434.0,4861.395104465533,222.01428201897,276.02978317969814,108945.0,112049.57142857143
3734785940534.0,8678.855539353986,240.72214955883487,337.1538777738792,110276.0,112583.28571428571
3734785940634.0,-10471.314478698681,379.2282194320776,262.88028077987,110481.0,112915.85714285714
3734785940734.0,355.1146743288473,322.295045570971,326.24076417462487,109336.5,112492.57142857143
3734785940834.0,-11933.442345888636,424.75436336410814,292.1605595209011,108754.5,112301.28571428571
3734785940934.0,2754.3117488410926,326.2348546713291,356.83831854734126,107637.0,111195.42857142857
3734785941034.0,5041.9867689401535,180.21682825525963,236.2389034657058,109842.5,112201.0
3734785941134.0,5666.53234439412,200.53069008465468,263.4921605779227,110245.0,112655.14285714286
3734785941234.0,-8113.07069433303,325.6856324143879,235.54040247735423,107723.0,112890.0
3734785941334.0,746.761308687137,323.689160309013,331.9865081833145,108804.5,112372.14285714286
3734785941434.0,918.0852339165739,283.8703778201078,294.0713248636253,108327.5,111787.14285714286
3734785941534.0,2477.5937430780723,221.28258290853708,248.81140227607122,109283.5,111430.71428571429
3734785941634.0,597.2946661392143,240.54162569849495,247.17823310004178,110315.5,112496.28571428571
3734785941734.0,-6748.787925140437,321.0852037539329,246.09867125237247,109661.5,113269.71428571429
3734785941834.0,11365.13698236405,182.18728229794328,308.4665821019883,108616.0,112690.0
3734785941934.0,-483.0270886403798,319.77210564612,314.4051379945602,110011.5,112398.28571428571
3734785942034.0,-4014.1101652792486,320.09132755710453,275.4901034984462,110182.5,112446.28571428571
3734785942134.0,5874.375118801504,220.9133654803012,286.18420013365125,109496.0,112703.57142857143
3734785942234.0,20025.23929023031,80.09674706363151,302.5994058439683,109820.0,112750.0
3734785942334.0,4319.408346424132,281.4266778794796,329.42010395085885,109581.5,113547.42857142857
3734785942434.0,483.17827172176294,282.1829948393128,287.55164230288796,109087.5,111987.42857142857
