Date_time,SO2_ppb
2022-04-30 12:25:30,0.1401340017547794
2022-04-30 12:25:40,0.11510559764111195
2022-04-30 12:25:50,0.1189781064856395
2022-04-30 12:26:00,0.07395622884806013
2022-04-30 12:26:10,0.1234832667058502
2022-04-30 12:26:20,0.1335574230284251
2022-04-30 12:26:30,0.1526765279812924
2022-04-30 12:26:40,0.1547942965720398
2022-04-30 12:26:50,0.2072442205073488
2022-04-30 12:27:00,0.15469891867064134
2022-04-30 12:27:10,0.23845169953045822
2022-04-30 12:27:20,0.19661804255710588
2022-04-30 12:27:30,0.17703669351498352
2022-04-30 12:27:40,0.19478700726516887
2022-04-30 12:27:50,0.24030790996809645
2022-04-30 12:28:00,0.22687575966941373
2022-04-30 12:28:10,0.20007947182529404
2022-04-30 12:28:20,0.1833573400210563
2022-04-30 12:28:30,0.20499755703235453
2022-04-30 12:28:40,0.2440180983966959
2022-04-30 12:28:50,0.23610896277290228
2022-04-30 12:29:00,0.25308252326853253
2022-04-30 12:29:10,0.21662691926816924
2022-04-30 12:29:20,0.1980079249050206
2022-04-30 12:29:30,0.20641789487185683
2022-04-30 12:29:40,
2022-04-30 12:29:50,
2022-04-30 12:30:00,
2022-04-30 12:30:10,
2022-04-30 12:30:20,
2022-04-30 12:30:30,
2022-04-30 12:30:40,
2022-04-30 12:30:50,
2022-04-30 12:31:00,
2022-04-30 12:31:10,
2022-04-30 12:31:20,
2022-04-30 12:31:30,0.12452776515963983
2022-04-30 12:31:40,0.09628789845342052
2022-04-30 12:31:50,0.15874356486493485
2022-04-30 12:32:00,0.20963756591479196
2022-04-30 12:32:10,0.218510570838648
2022-04-30 12:32:20,0.1524314452228305
2022-04-30 12:32:30,0.22244171740699303
2022-04-30 12:32:40,0.17785829204826245
2022-04-30 12:32:50,0.20992702882631678
2022-04-30 12:33:00,0.23861684564004448
2022-04-30 12:33:10,0.18287210269681417
2022-04-30 12:33:20,0.23088083254073322
2022-04-30 12:33:30,0.20671166429353138
2022-04-30 12:33:40,0.184797208559765
2022-04-30 12:33:50,0.2572516711444672
2022-04-30 12:34:00,0.21890110499238666
2022-04-30 12:34:10,0.19943700684318927
2022-04-30 12:34:20,0.24555092805130374
2022-04-30 12:34:30,0.2300798365412163
2022-04-30 12:34:40,0.20406208745859705
2022-04-30 12:34:50,0.2275739475111945
2022-04-30 12:35:00,0.2303906084727548
2022-04-30 12:35:10,0.2581196255132682
2022-04-30 12:35:20,0.1997599701615334
2022-04-30 12:35:30,0.23552009453773085
2022-04-30 12:35:40,0.22701165413670968
2022-04-30 12:35:50,0.2056887908112438
2022-04-30 12:36:00,0.2604742949004713
2022-04-30 12:36:10,0.20544289851579076
2022-04-30 12:36:20,0.21405553348124484
2022-04-30 12:36:30,0.2517403059947149
2022-04-30 12:36:40,0.2288949186215862
2022-04-30 12:36:50,0.4466488017119442
2022-04-30 12:37:00,0.3313049038335701
2022-04-30 12:37:10,0.2902254377309631
2022-04-30 12:37:20,0.42530943471963945
2022-04-30 12:37:30,0.46190886663449227
2022-04-30 12:37:40,0.5555053609447157
2022-04-30 12:37:50,1.8244940797926303
2022-04-30 12:38:00,2.623344466384296
2022-04-30 12:38:10,1.3001808533068442
2022-04-30 12:38:20,1.158693368895294
2022-04-30 12:38:30,1.1587550266218005
2022-04-30 12:38:40,1.2091306770939942
2022-04-30 12:38:50,1.0857163882566514
2022-04-30 12:39:00,0.2040940493876373
2022-04-30 12:39:10,0.2686297474782082
2022-04-30 12:39:20,0.23917567837623652
2022-04-30 12:39:30,0.2607667219641828
2022-04-30 12:39:40,0.26608072067390415
2022-04-30 12:39:50,0.15840076120295252
2022-04-30 12:40:00,0.16125457247010863
2022-04-30 12:40:10,
2022-04-30 12:40:20,
2022-04-30 12:40:30,
2022-04-30 12:40:40,
2022-04-30 12:40:50,
2022-04-30 12:41:00,
2022-04-30 12:41:10,
2022-04-30 12:41:20,
2022-04-30 12:41:30,
2022-04-30 12:41:40,
2022-04-30 12:41:50,
2022-04-30 12:42:00,0.16529699690350155
2022-04-30 12:42:10,0.10727059091546903
